DATE,affordability
1987-08-31,7.407921204134008
1987-09-30,7.368712378052999
1987-10-31,7.304526748971194
1987-11-30,7.984713028048864
1987-12-31,7.553543679481116
1988-01-31,7.997311827956989
1988-02-29,7.403204272363151
1988-03-31,7.22004906185772
1988-04-30,7.303592577970786
1988-05-31,7.212168895882507
1988-06-30,7.258642015493783
1988-07-31,7.619293601084781
1988-08-31,7.068500192777278
1988-09-30,7.44857544397598
1988-10-31,7.15689381933439
1988-11-30,6.985131287567225
1988-12-31,7.599547795503078
1989-01-31,7.035238451002366
1989-02-28,7.305144555190986
1989-03-31,7.553426676492262
1989-04-30,7.161266568483064
1989-05-31,7.315423864265076
1989-06-30,7.517600244872972
1989-07-31,7.0662768031189085
1989-08-31,7.472941748753496
1989-09-30,7.265681763138774
1989-10-31,7.389162561576355
1989-11-30,7.491759065028469
1989-12-31,7.487590455116321
1990-01-31,7.381163271331562
1990-02-28,7.45024364468972
1990-03-31,6.988177455226501
1990-04-30,7.552870090634441
1990-05-31,7.262797048399279
1990-06-30,7.2287763127457785
1990-07-31,6.831654676258993
1990-08-31,6.820669393398237
1990-09-30,6.4808442303280565
1990-10-31,6.9080651660814
1990-11-30,6.8419841178501555
1990-12-31,7.267525035765379
1991-01-31,6.74716721986952
1991-02-28,6.855345911949685
1991-03-31,6.998800205679027
1991-04-30,6.880864373045209
1991-05-31,6.575590952893827
1991-06-30,6.707248337278774
1991-07-31,6.7739204064352245
1991-08-31,6.795679567956796
1991-09-30,6.717420510523959
1991-10-31,6.84763181411975
1991-11-30,6.60020051242063
1991-12-31,6.723244792240714
1992-01-31,6.545216537580451
1992-02-29,6.353336585894725
1992-03-31,6.489292667099286
1992-04-30,6.459948320413437
1992-05-31,6.0531390614956075
1992-06-30,6.636814329122021
1992-07-31,6.281607665690711
1992-08-31,6.550334146600191
1992-09-30,6.364846870838882
1992-10-31,6.684849457190224
1992-11-30,6.876867264191207
1992-12-31,6.486152579017811
1993-01-31,6.200735680504467
1993-02-28,6.763891066854843
1993-03-31,6.546902005970774
1993-04-30,6.606669094314103
1993-05-31,6.753665384215452
1993-06-30,6.489783152627189
1993-07-31,6.4393742528974585
1993-08-31,6.566730639555994
1993-09-30,6.730819245773732
1993-10-31,6.520264983568932
1993-11-30,6.756405592224937
1993-12-31,6.286777649248101
1994-01-31,6.461538461538462
1994-02-28,6.638728471405939
1994-03-31,6.727346689718296
1994-04-30,6.557877077931981
1994-05-31,6.52534284422565
1994-06-30,6.7075315279103656
1994-07-31,6.232464929859719
1994-08-31,6.66233506597361
1994-09-30,6.454341876088579
1994-10-31,6.502463054187192
1994-11-30,6.393031153107929
1994-12-31,6.615701264334019
1995-01-31,6.240546474749939
1995-02-28,6.567745074191194
1995-03-31,6.300891818534316
1995-04-30,6.532124402846836
1995-05-31,6.458303188154151
1995-06-30,6.429739347888814
1995-07-31,6.284782191517943
1995-08-31,6.460727969348659
1995-09-30,6.2085104350733085
1995-10-31,6.439628482972136
1995-11-30,6.513573907668901
1995-12-31,6.57339340763576
1996-01-31,6.238176314793795
1996-02-29,6.5375416217230224
1996-03-31,6.3908196109530255
1996-04-30,6.556762832521543
1996-05-31,6.308054900873423
1996-06-30,6.437669563617971
1996-07-31,6.641488577745026
1996-08-31,6.294798750229737
1996-09-30,6.360973823906279
1996-10-31,6.568309505321335
1996-11-30,6.531634046426946
1996-12-31,6.571428571428571
1997-01-31,6.553968540951003
1997-02-28,6.437671633727997
1997-03-31,6.630230266105188
1997-04-30,6.714714176999865
1997-05-31,6.293238116491855
1997-06-30,6.449604127746642
1997-07-31,6.468632232320993
1997-08-31,6.353688669255207
1997-09-30,6.430203938115331
1997-10-31,6.186874207511696
1997-11-30,6.304896077919819
1997-12-31,6.314923822714682
1998-01-31,6.352203957251384
1998-02-28,6.662111376836351
1998-03-31,6.488209050350542
1998-04-30,6.267203048909591
1998-05-31,6.458140123092488
1998-06-30,6.215353603225265
1998-07-31,6.275117213663764
1998-08-31,6.461705322876689
1998-09-30,6.457526142565513
1998-10-31,6.419845425081027
1998-11-30,6.2541418157720345
1998-12-31,6.3034762121274746
1999-01-31,6.298337995721573
1999-02-28,6.566796634516725
1999-03-31,6.449628931075485
1999-04-30,6.544963366215055
1999-05-31,6.310798659364015
1999-06-30,6.494353622243059
1999-07-31,6.432201667005489
1999-08-31,6.261629318016341
1999-09-30,6.58967939917629
1999-10-31,6.460279905361511
1999-11-30,6.848224239528587
1999-12-31,6.498935247259247
2000-01-31,6.384474208286149
2000-02-29,6.302145989367069
2000-03-31,6.368615954328035
2000-04-30,6.254567834750164
2000-05-31,6.311553937535926
2000-06-30,6.105560216612005
2000-07-31,6.403698230457353
2000-08-31,6.285132229222469
2000-09-30,6.447368421052632
2000-10-31,6.615384615384615
2000-11-30,6.554855170343689
2000-12-31,6.06491707536221
2001-01-31,6.351501668520578
2001-02-28,6.254854817828741
2001-03-31,6.137437260112193
2001-04-30,6.477134089984842
2001-05-31,6.48394732948661
2001-06-30,6.628976831836825
2001-07-31,6.380108644135769
2001-08-31,6.232060849598163
2001-09-30,6.039488966318235
2001-10-31,6.298025662708188
2001-11-30,6.175379302744205
2001-12-31,6.618187160276186
2002-01-31,6.737729122402679
2002-02-28,6.869652742828385
2002-03-31,6.5796082370668
2002-04-30,6.6645294578613665
2002-05-31,6.426415764246405
2002-06-30,6.749769813726185
2002-07-31,6.23114864625102
2002-08-31,6.345771850170261
2002-09-30,6.288082754711634
2002-10-31,6.6770186335403725
2002-11-30,6.374221690646217
2002-12-31,6.926771129105759
2003-01-31,6.356258308262786
2003-02-28,6.537318650585562
2003-03-31,6.444312919959614
2003-04-30,6.5810036464664
2003-05-31,6.752322729941629
2003-06-30,6.469940086770883
2003-07-31,6.458404074702886
2003-08-31,6.411119337685939
2003-09-30,6.526838222796342
2003-10-31,6.578546009150991
2003-11-30,6.971420877234322
2003-12-31,6.577622659238875
2004-01-31,7.012317579327888
2004-02-29,7.325127589312519
2004-03-31,6.95629086323056
2004-04-30,7.339298095017993
2004-05-31,6.933935999475943
2004-06-30,7.044415414761594
2004-07-31,6.921497702610226
2004-08-31,7.088763935385315
2004-09-30,6.866340007138917
2004-10-31,7.407168018614873
2004-11-30,7.251994702329037
2004-12-31,7.152870805944111
2005-01-31,7.20490876796383
2005-02-28,7.644235415391553
2005-03-31,7.344180385625521
2005-04-30,7.529794149512459
2005-05-31,7.2437097439477105
2005-06-30,7.159821400297666
2005-07-31,7.231652678740455
2005-08-31,7.542487355888543
2005-09-30,7.5125
2005-10-31,7.561383928571429
2005-11-30,7.335800185013876
2005-12-31,7.3241857752402
2006-01-31,7.411554640922434
2006-02-28,7.564926251018007
2006-03-31,7.182818985742646
2006-04-30,7.7068401955198365
2006-05-31,7.133872416891284
2006-06-30,7.254504235771388
2006-07-31,7.089052311906392
2006-08-31,7.247496508483642
2006-09-30,6.71783322467848
2006-10-31,7.4067500813441
2006-11-30,7.0775851904256575
2006-12-31,7.164817146370743
2007-01-31,7.420803920424713
2007-02-28,7.270197408470302
2007-03-31,7.5644534063085125
2007-04-30,6.976409666283084
2007-05-31,7.038611813376235
2007-06-30,6.76743584585764
2007-07-31,7.063751649738911
2007-08-31,6.782334384858044
2007-09-30,6.855333352352153
2007-10-31,6.681304893350063
2007-11-30,7.080526420511071
2007-12-31,6.43893334841501
2008-01-31,6.552385248674862
2008-02-29,6.907718735039847
2008-03-31,6.444269574503963
2008-04-30,6.942996421426358
2008-05-31,6.142841834547792
2008-06-30,6.406890894175554
2008-07-31,6.569585559646743
2008-08-31,6.164058795637743
2008-09-30,6.262165619264779
2008-10-31,5.937395566447588
2008-11-30,6.20050924760066
2008-12-31,6.495968312349696
2009-01-31,5.882850616204631
2009-02-28,5.967388520531573
2009-03-31,5.846969610582131
2009-04-30,6.18772053634439
2009-05-31,6.169858451290591
2009-06-30,6.027681855189646
2009-07-31,6.045894606113635
2009-08-31,5.848300011295606
2009-09-30,6.100033795201082
2009-10-31,6.065476694019119
2009-11-30,6.141926790927465
2009-12-31,6.216140742809271
2010-01-31,6.084604444940186
2010-02-28,6.1939986043265876
2010-03-31,6.250695139584028
2010-04-30,5.7450974984141
2010-05-31,6.309018749144656
2010-06-30,6.004322017671035
2010-07-31,5.791126279863481
2010-08-31,6.165147598966127
2010-09-30,6.207966890843249
2010-10-31,5.539129255391293
2010-11-30,5.936258211012895
2010-12-31,6.463542085376638
2011-01-31,6.3900569542768935
2011-02-28,5.829228243021347
2011-03-31,5.837193911317009
2011-04-30,5.93768992944534
2011-05-31,5.8578289091772655
2011-06-30,6.313410082531672
2011-07-31,6.018009528296948
2011-08-31,5.744781039083346
2011-09-30,5.682562128473041
2011-10-31,5.879737399628593
2011-11-30,5.597931142573533
2011-12-31,5.65881439295884
2012-01-31,5.679372886566247
2012-02-29,6.097189040817364
2012-03-31,6.065358154593282
2012-04-30,5.951361965661347
2012-05-31,6.027314418182734
2012-06-30,5.8624861377154955
2012-07-31,6.0278285598212475
2012-08-31,6.436688105346112
2012-09-30,6.425560911591752
2012-10-31,6.177992152550421
2012-11-30,6.045352481062008
2012-12-31,6.219151036525172
2013-01-31,6.416471068476375
2013-02-28,6.775718849840255
2013-03-31,6.583152243384891
2013-04-30,7.121548229174635
2013-05-31,6.684749543703103
2013-06-30,6.568734039594448
2013-07-31,6.632769219093876
2013-08-31,6.438839848675914
2013-09-30,6.778894472361809
2013-10-31,6.651901442126192
2013-11-30,6.945732547938338
2013-12-31,6.874438566723226
2014-01-31,6.691468253968254
2014-02-28,6.615725905841755
2014-03-31,6.910479547624293
2014-04-30,6.685501351713388
2014-05-31,6.922293858160842
2014-06-30,6.920999324780554
2014-07-31,6.735527263992314
2014-08-31,6.980305822106296
2014-09-30,6.2414970045587985
2014-10-31,7.065540620911145
2014-11-30,7.072239740155053
2014-12-31,7.119916875265669
2015-01-31,6.9003001157927075
2015-02-28,6.74575154168432
2015-03-31,6.753858842936255
2015-04-30,6.903422409751523
2015-05-31,6.70194414658026
2015-06-30,6.620686452092332
2015-07-31,6.768710633567988
2015-08-31,6.775819804819388
2015-09-30,6.924535281605475
2015-10-31,6.889695512450004
2015-11-30,7.2381217004723535
2015-12-31,6.8636510650094715
2016-01-31,6.636292512310737
2016-02-29,7.038946689991714
2016-03-31,6.96467129140442
2016-04-30,7.302636107096153
2016-05-31,6.770642201834862
2016-06-30,7.125520904886202
2016-07-31,6.7885594284279485
2016-08-31,6.809121352256418
2016-09-30,7.147398056488965
2016-10-31,6.850833729269893
2016-11-30,7.113339204660931
2016-12-31,7.36221181556196
2017-01-31,7.032260943286778
2017-02-28,6.620603852391637
2017-03-31,7.122141291593792
2017-04-30,6.87893864013267
2017-05-31,7.126968395551151
2017-06-30,6.943801907783138
2017-07-31,7.0918714721837866
2017-08-31,6.876477282675304
2017-09-30,7.216719277239577
2017-10-31,6.923526989836826
2017-11-30,7.408685896744407
2017-12-31,7.364266254799751
2018-01-31,6.984234616036616
2018-02-28,6.905138756990609
2018-03-31,7.046070460704607
2018-04-30,6.587604240874994
2018-05-31,6.610448976184015
2018-06-30,6.454898862856786
2018-07-31,6.780397921368087
2018-08-31,6.629401208720942
2018-09-30,6.771445661365839
2018-10-31,6.748340150876688
2018-11-30,6.331452026680349
2018-12-31,6.702036833760214
2019-01-31,6.211356980149691
2019-02-28,6.4920872627190676
2019-03-31,6.260708310656911
2019-04-30,6.817496229260935
2019-05-31,6.27949474867964
2019-06-30,6.242242242242242
2019-07-31,6.158609668397922
2019-08-31,6.495699330565543
2019-09-30,6.251608942751342
2019-10-31,6.408401862677103
2019-11-30,6.3347612373413344
2019-12-31,6.532494924208078
