DATE,1yr_yield,10yr_yield
1980-04-30,13.38886363636364,11.512045454545454
1980-05-31,9.347045454545455,10.168863636363637
1980-06-30,8.156190476190474,9.778095238095238
1980-07-31,8.640217391304349,10.241521739130436
1980-08-31,10.242380952380952,11.101904761904764
1980-09-30,11.498181818181818,11.505227272727273
1980-10-31,12.470434782608695,11.736304347826085
1980-11-30,14.164499999999999,12.67425
1980-12-31,14.83891304347826,12.821956521739128
1981-01-31,14.079090909090906,12.562045454545455
1981-02-28,14.616249999999997,13.226250000000002
1981-03-31,13.710909090909091,13.115909090909094
1981-04-30,14.33090909090909,13.68227272727273
1981-05-31,16.191666666666666,14.082619047619048
1981-06-30,14.859090909090908,13.47227272727273
1981-07-31,15.68804347826087,14.263478260869563
1981-08-31,16.71857142857143,14.93714285714286
1981-09-30,16.556590909090907,15.334090909090907
1981-10-31,15.367272727272729,15.131363636363638
1981-11-30,12.448809523809524,13.41380952380952
1981-12-31,12.891304347826088,13.736956521739133
1982-01-31,14.276904761904765,14.569761904761906
1982-02-28,14.777999999999997,14.445000000000002
1982-03-31,13.949130434782608,13.861304347826087
1982-04-30,13.9825,13.87340909090909
1982-05-31,13.334285714285713,13.63190476190476
1982-06-30,14.064999999999998,14.299545454545456
1982-07-31,13.287499999999996,13.97090909090909
1982-08-31,11.42818181818182,13.055000000000001
1982-09-30,10.85681818181818,12.346363636363636
1982-10-31,9.298809523809526,10.895714285714288
1982-11-30,9.153409090909092,10.547727272727274
1982-12-31,8.899565217391302,10.536304347826086
1983-01-31,8.621904761904762,10.457142857142859
1983-02-28,8.916,10.715
1983-03-31,9.043478260869565,10.506521739130438
1983-04-30,8.99642857142857,10.41
1983-05-31,8.926136363636362,10.395227272727274
1983-06-30,9.657272727272726,10.848636363636365
1983-07-31,10.18,11.362380952380951
1983-08-31,10.528695652173914,11.846086956521738
1983-09-30,10.173636363636366,11.666363636363634
1983-10-31,9.805952380952382,11.536666666666667
1983-11-30,9.935681818181818,11.691818181818183
1983-12-31,10.109090909090911,11.826818181818185
1984-01-31,9.910227272727273,11.68181818181818
1984-02-29,10.047380952380953,11.845476190476191
1984-03-31,10.589090909090912,12.319090909090905
1984-04-30,10.907857142857143,12.640714285714285
1984-05-31,11.671521739130435,13.426521739130434
1984-06-30,12.083809523809524,13.562857142857146
1984-07-31,12.031590909090909,13.38159090909091
1984-08-31,11.822173913043477,12.716086956521737
1984-09-30,11.59975,12.538250000000001
1984-10-31,10.912173913043478,12.169782608695655
1984-11-30,9.815227272727272,11.572727272727274
1984-12-31,9.320000000000002,11.493809523809523
1985-01-31,9.028913043478259,11.392391304347827
1985-02-28,9.2805,11.497000000000002
1985-03-31,9.863809523809525,11.855238095238096
1985-04-30,9.158863636363638,11.449545454545454
1985-05-31,8.451521739130433,10.831739130434784
1985-06-30,7.804500000000002,10.156
1985-07-31,7.8447826086956525,10.296956521739132
1985-08-31,8.047272727272725,10.331818181818182
1985-09-30,8.056904761904763,10.36261904761905
1985-10-31,8.01282608695652,10.240434782608697
1985-11-30,7.874285714285714,9.77404761904762
1985-12-31,7.670909090909092,9.249772727272727
1986-01-31,7.726304347826086,9.18782608695652
1986-02-28,7.61125,8.702
1986-03-31,7.015952380952381,7.76238095238095
1986-04-30,6.440454545454546,7.29909090909091
1986-05-31,6.65068181818182,7.7129545454545445
1986-06-30,6.732380952380952,7.799523809523808
1986-07-31,6.265652173913044,7.303478260869566
1986-08-31,5.932380952380952,7.165714285714284
1986-09-30,5.764318181818182,7.426818181818181
1986-10-31,5.717391304347826,7.426304347826084
1986-11-30,5.80225,7.2512500000000015
1986-12-31,5.876304347826087,7.111086956521737
1987-01-31,5.780000000000001,7.087045454545455
1987-02-28,5.964499999999999,7.2532499999999995
1987-03-31,6.033181818181819,7.248636363636364
1987-04-30,6.504545454545456,8.027045454545455
1987-05-31,7.004761904761903,8.61547619047619
1987-06-30,6.795454545454546,8.402272727272727
1987-07-31,6.682391304347826,8.440217391304346
1987-08-31,7.0252380952380955,8.760476190476188
1987-09-30,7.669772727272728,9.42090909090909
1987-10-31,7.621363636363636,9.538181818181817
1987-11-30,6.968095238095238,8.866190476190477
1987-12-31,7.173695652173911,8.982826086956523
1988-01-31,6.9957142857142856,8.671666666666667
1988-02-29,6.6430952380952375,8.21595238095238
1988-03-31,6.706521739130434,8.373478260869565
1988-04-30,7.00190476190476,8.714047619047623
1988-05-31,7.408863636363637,9.094999999999999
1988-06-30,7.489545454545455,8.921363636363635
1988-07-31,7.742380952380951,9.04357142857143
1988-08-31,8.170434782608696,9.260434782608694
1988-09-30,8.092272727272727,8.977954545454544
1988-10-31,8.105714285714285,8.792142857142858
1988-11-30,8.485681818181819,8.967272727272727
1988-12-31,8.992272727272727,9.105
1989-01-31,9.046590909090908,9.094318181818183
1989-02-28,9.253749999999998,9.171000000000001
1989-03-31,9.577173913043477,9.361086956521739
1989-04-30,9.363000000000003,9.175500000000001
1989-05-31,8.97391304347826,8.85
1989-06-30,8.44090909090909,8.27727272727273
1989-07-31,7.900476190476191,8.022380952380951
1989-08-31,8.18391304347826,8.112608695652176
1989-09-30,8.223333333333333,8.190476190476193
1989-10-31,7.993636363636364,8.008636363636363
1989-11-30,7.761590909090909,7.871136363636364
1989-12-31,7.725000000000001,7.838333333333333
1990-01-31,7.911521739130436,8.192391304347826
1990-02-28,8.11375,8.4755
1990-03-31,8.350000000000001,8.588636363636365
1990-04-30,8.399047619047618,8.779523809523809
1990-05-31,8.312608695652173,8.754565217391304
1990-06-30,8.096190476190475,8.480000000000002
1990-07-31,7.944318181818184,8.468636363636364
1990-08-31,7.7791304347826085,8.752608695652174
1990-09-30,7.763000000000001,8.892500000000002
1990-10-31,7.552391304347827,8.720434782608695
1990-11-30,7.310454545454547,8.388409090909091
1990-12-31,7.046428571428571,8.079761904761904
1991-01-31,6.648260869565216,8.08804347826087
1991-02-28,6.2669999999999995,7.8515
1991-03-31,6.390238095238095,8.107619047619048
1991-04-30,6.235909090909092,8.039090909090909
1991-05-31,6.129782608695653,8.068478260869565
1991-06-30,6.358499999999999,8.284000000000002
1991-07-31,6.309782608695652,8.27391304347826
1991-08-31,5.778181818181817,7.8999999999999995
1991-09-30,5.57952380952381,7.657857142857143
1991-10-31,5.3323913043478255,7.5249999999999995
1991-11-30,4.885,7.415238095238093
1991-12-31,4.3693181818181825,7.07840909090909
1992-01-31,4.148478260869566,7.0210869565217395
1992-02-29,4.288749999999999,7.343000000000001
1992-03-31,4.634545454545454,7.542272727272726
1992-04-30,4.29840909090909,7.482272727272728
1992-05-31,4.192619047619046,7.392619047619049
1992-06-30,4.165909090909091,7.26181818181818
1992-07-31,3.5997826086956524,6.847608695652174
1992-08-31,3.471904761904762,6.585714285714286
1992-09-30,3.183181818181819,6.4120454545454555
1992-10-31,3.297954545454546,6.5856818181818175
1992-11-30,3.683095238095239,6.872619047619047
1992-12-31,3.7080434782608696,6.767173913043478
1993-01-31,3.498333333333332,6.602142857142856
1993-02-28,3.38825,6.263250000000001
1993-03-31,3.3330434782608696,5.975217391304348
1993-04-30,3.244090909090909,5.968409090909091
1993-05-31,3.3740476190476185,6.039285714285714
1993-06-30,3.536363636363637,5.962727272727272
1993-07-31,3.4704545454545452,5.804090909090909
1993-08-31,3.4436363636363634,5.677727272727274
1993-09-30,3.351590909090909,5.3559090909090905
1993-10-31,3.389761904761905,5.3307142857142855
1993-11-30,3.578181818181818,5.726363636363637
1993-12-31,3.60695652173913,5.771739130434782
1994-01-31,3.5423809523809524,5.750952380952381
1994-02-28,3.8689999999999998,5.978
1994-03-31,4.3191304347826085,6.482608695652175
1994-04-30,4.816904761904761,6.970714285714284
1994-05-31,5.316590909090909,7.181590909090909
1994-06-30,5.267272727272728,7.101363636363635
1994-07-31,5.477142857142858,7.299285714285714
1994-08-31,5.562173913043479,7.236086956521739
1994-09-30,5.7538636363636355,7.447272727272726
1994-10-31,6.10952380952381,7.740714285714285
1994-11-30,6.539545454545455,7.948409090909092
1994-12-31,7.138636363636365,7.813409090909091
1995-01-31,7.052954545454545,7.779318181818181
1995-02-28,6.694,7.467750000000002
1995-03-31,6.431739130434783,7.204782608695651
1995-04-30,6.2620000000000005,7.061250000000001
1995-05-31,5.9913043478260875,6.620434782608695
1995-06-30,5.6422727272727276,6.168181818181818
1995-07-31,5.595476190476189,6.274285714285714
1995-08-31,5.752608695652173,6.488260869565219
1995-09-30,5.6190476190476195,6.197619047619048
1995-10-31,5.59090909090909,6.045681818181818
1995-11-30,5.433409090909091,5.929999999999999
1995-12-31,5.304761904761906,5.710952380952381
1996-01-31,5.091956521739131,5.65195652173913
1996-02-29,4.943095238095237,5.809285714285714
1996-03-31,5.342380952380952,6.268571428571428
1996-04-30,5.537727272727275,6.511363636363637
1996-05-31,5.636086956521739,6.733478260869566
1996-06-30,5.8100000000000005,6.911999999999999
1996-07-31,5.851304347826086,6.867826086956522
1996-08-31,5.666818181818183,6.6354545454545475
1996-09-30,5.837380952380952,6.837142857142856
1996-10-31,5.551086956521739,6.534565217391305
1996-11-30,5.422619047619048,6.2004761904761905
1996-12-31,5.47340909090909,6.304772727272726
1997-01-31,5.6099999999999985,6.5732608695652175
1997-02-28,5.521749999999999,6.4125
1997-03-31,5.8061904761904755,6.704761904761904
1997-04-30,5.988181818181817,6.885454545454547
1997-05-31,5.869545454545454,6.71340909090909
1997-06-30,5.691904761904762,6.493809523809525
1997-07-31,5.5426086956521745,6.223478260869566
1997-08-31,5.564761904761905,6.298571428571426
1997-09-30,5.5263636363636355,6.2138636363636355
1997-10-31,5.459130434782609,6.03304347826087
1997-11-30,5.459249999999999,5.875499999999998
1997-12-31,5.525652173913044,5.806304347826088
1998-01-31,5.2552272727272715,5.5525
1998-02-28,5.30575,5.56925
1998-03-31,5.3895454545454555,5.647272727272727
1998-04-30,5.378863636363636,5.637045454545455
1998-05-31,5.440476190476192,5.650714285714287
1998-06-30,5.408636363636363,5.496363636363635
1998-07-31,5.357608695652174,5.458913043478262
1998-08-31,5.205238095238094,5.341904761904762
1998-09-30,4.719999999999999,4.816818181818181
1998-10-31,4.1252272727272725,4.54
1998-11-30,4.528095238095237,4.825238095238095
1998-12-31,4.525869565217392,4.652608695652174
1999-01-31,4.514285714285715,4.717857142857143
1999-02-28,4.704249999999999,5.001250000000001
1999-03-31,4.781304347826087,5.232608695652173
1999-04-30,4.689999999999999,5.184545454545454
1999-05-31,4.857619047619048,5.547619047619047
1999-06-30,5.096818181818184,5.899545454545454
1999-07-31,5.034090909090908,5.794545454545455
1999-08-31,5.197727272727271,5.9390909090909085
1999-09-30,5.2511363636363635,5.915454545454546
1999-10-31,5.426190476190476,6.109285714285714
1999-11-30,5.5563636363636375,6.034090909090909
1999-12-31,5.8476086956521725,6.281086956521738
2000-01-31,6.122380952380953,6.663809523809525
2000-02-29,6.219047619047619,6.514999999999999
2000-03-31,6.222173913043479,6.256521739130435
2000-04-30,6.14875,5.99075
2000-05-31,6.324130434782608,6.436739130434782
2000-06-30,6.172727272727273,6.097272727272727
2000-07-31,6.081666666666667,6.051190476190477
2000-08-31,6.18304347826087,5.826086956521739
2000-09-30,6.128095238095238,5.793571428571427
2000-10-31,6.014545454545453,5.741818181818181
2000-11-30,6.092727272727271,5.712954545454545
2000-12-31,5.587142857142856,5.230476190476191
2001-01-31,4.838260869565217,5.158478260869565
2001-02-28,4.688750000000001,5.0995
2001-03-31,4.298636363636363,4.885454545454545
2001-04-30,3.9878571428571425,5.1450000000000005
2001-05-31,3.7804347826086966,5.397391304347826
2001-06-30,3.576190476190476,5.284285714285714
2001-07-31,3.6211363636363645,5.244772727272727
2001-08-31,3.4704347826086948,4.971304347826086
2001-09-30,2.881,4.742
2001-10-31,2.3308695652173914,4.5669565217391295
2001-11-30,2.1854545454545455,4.655227272727273
2001-12-31,2.2190476190476196,5.092857142857143
2002-01-31,2.1586956521739125,5.0363043478260865
2002-02-28,2.2317500000000003,4.9094999999999995
2002-03-31,2.5747619047619046,5.290952380952381
2002-04-30,2.475909090909091,5.21090909090909
2002-05-31,2.355652173913043,5.1643478260869555
2002-06-30,2.1965000000000003,4.9265
2002-07-31,1.9647826086956515,4.661304347826088
2002-08-31,1.7572727272727275,4.257272727272727
2002-09-30,1.7154761904761904,3.879047619047619
2002-10-31,1.6526086956521742,3.941304347826087
2002-11-30,1.4926190476190473,4.047857142857143
2002-12-31,1.4484090909090912,4.028181818181817
2003-01-31,1.3632608695652173,4.043478260869565
2003-02-28,1.2967499999999998,3.90475
2003-03-31,1.2400000000000002,3.8071428571428574
2003-04-30,1.2706818181818187,3.9599999999999995
2003-05-31,1.1793181818181815,3.5602272727272735
2003-06-30,1.0095238095238093,3.334285714285715
2003-07-31,1.1145652173913045,3.9636956521739135
2003-08-31,1.308571428571429,4.445238095238095
2003-09-30,1.2436363636363637,4.285909090909091
2003-10-31,1.2526086956521738,4.292173913043477
2003-11-30,1.3410000000000002,4.308000000000001
2003-12-31,1.304565217391304,4.264130434782609
2004-01-31,1.240227272727273,4.154318181818181
2004-02-29,1.2420000000000004,4.082499999999999
2004-03-31,1.1873913043478264,3.826521739130435
2004-04-30,1.4290909090909092,4.342272727272728
2004-05-31,1.7814285714285716,4.714047619047619
2004-06-30,2.1188636363636366,4.73909090909091
2004-07-31,2.0947727272727272,4.4975000000000005
2004-08-31,2.015909090909091,4.281363636363636
2004-09-30,2.1170454545454547,4.132727272727272
2004-10-31,2.2269047619047617,4.098809523809523
2004-11-30,2.5038636363636364,4.196590909090909
2004-12-31,2.6734782608695657,4.232391304347826
2005-01-31,2.861666666666667,4.2214285714285715
2005-02-28,3.03325,4.171
2005-03-31,3.3073913043478256,4.503043478260869
2005-04-30,3.3166666666666664,4.3409523809523805
2005-05-31,3.3302272727272726,4.139545454545455
2005-06-30,3.3631818181818187,3.9981818181818185
2005-07-31,3.6357142857142852,4.173095238095239
2005-08-31,3.8721739130434782,4.262608695652174
2005-09-30,3.8386363636363643,4.192727272727273
2005-10-31,4.171904761904763,4.459047619047619
2005-11-30,4.334090909090909,4.533181818181817
2005-12-31,4.352272727272727,4.462272727272727
2006-01-31,4.440454545454546,4.411363636363637
2006-02-28,4.685750000000001,4.568249999999999
2006-03-31,4.773478260869566,4.7239130434782615
2006-04-30,4.8995000000000015,4.9925000000000015
2006-05-31,4.995652173913043,5.108478260869566
2006-06-30,5.154999999999999,5.106363636363636
2006-07-31,5.220238095238095,5.092380952380953
2006-08-31,5.082608695652173,4.876521739130435
2006-09-30,4.975952380952382,4.720714285714286
2006-10-31,5.008181818181817,4.728863636363637
2006-11-30,5.010681818181818,4.593636363636363
2006-12-31,4.942619047619048,4.567142857142857
2007-01-31,5.054782608695653,4.756739130434783
2007-02-28,5.053249999999999,4.72075
2007-03-31,4.920454545454546,4.5645454545454545
2007-04-30,4.932380952380952,4.693809523809523
2007-05-31,4.910652173913043,4.751739130434783
2007-06-30,4.962380952380952,5.102857142857142
2007-07-31,4.965909090909091,5.008863636363636
2007-08-31,4.472173913043478,4.6747826086956525
2007-09-30,4.144500000000001,4.523
2007-10-31,4.10108695652174,4.533478260869565
2007-11-30,3.4925,4.1463636363636365
2007-12-31,3.2730952380952387,4.105476190476191
2008-01-31,2.725434782608695,3.747608695652174
2008-02-29,2.0540476190476196,3.7416666666666663
2008-03-31,1.542142857142857,3.5071428571428576
2008-04-30,1.7381818181818183,3.675
2008-05-31,2.059090909090909,3.8804545454545463
2008-06-30,2.4195238095238096,4.0995238095238085
2008-07-31,2.281739130434782,4.006086956521739
2008-08-31,2.177142857142857,3.885714285714286
2008-09-30,1.923409090909091,3.690681818181817
2008-10-31,1.4086956521739133,3.8215217391304352
2008-11-30,1.0604999999999998,3.5112500000000004
2008-12-31,0.49000000000000005,2.4060869565217398
2009-01-31,0.44090909090909086,2.5038636363636364
2009-02-28,0.6220000000000001,2.8647500000000004
2009-03-31,0.644090909090909,2.819545454545455
2009-04-30,0.5493181818181818,2.9268181818181813
2009-05-31,0.5011904761904763,3.301666666666667
2009-06-30,0.5136363636363636,3.7218181818181817
2009-07-31,0.4789130434782609,3.5602173913043473
2009-08-31,0.4590476190476191,3.587142857142857
2009-09-30,0.40522727272727277,3.4045454545454548
2009-10-31,0.37431818181818177,3.3868181818181813
2009-11-30,0.31119047619047613,3.398571428571428
2009-12-31,0.3747826086956522,3.600652173913042
2010-01-31,0.3504761904761904,3.7378571428571425
2010-02-28,0.34575,3.69025
2010-03-31,0.3956521739130435,3.7273913043478255
2010-04-30,0.44499999999999995,3.8468181818181817
2010-05-31,0.3697619047619047,3.4142857142857137
2010-06-30,0.3181818181818181,3.2040909090909095
2010-07-31,0.2924999999999999,3.0097727272727273
2010-08-31,0.25909090909090904,2.6986363636363637
2010-09-30,0.2563636363636363,2.648409090909091
2010-10-31,0.2271428571428572,2.5345238095238094
2010-11-30,0.253409090909091,2.7665909090909087
2010-12-31,0.2947826086956521,3.294999999999999
2011-01-31,0.27309523809523806,3.392857142857143
2011-02-28,0.2859999999999999,3.5737499999999995
2011-03-31,0.25913043478260867,3.414347826086956
2011-04-30,0.24571428571428577,3.4526190476190473
2011-05-31,0.18772727272727277,3.1636363636363636
2011-06-30,0.18090909090909094,3.002272727272727
2011-07-31,0.1854761904761905,3.011904761904762
2011-08-31,0.11478260869565218,2.303043478260869
2011-09-30,0.10522727272727274,1.9763636363636365
2011-10-31,0.11452380952380954,2.1514285714285717
2011-11-30,0.11181818181818183,2.0109090909090903
2011-12-31,0.11545454545454549,1.980227272727273
2012-01-31,0.1147727272727273,1.9609090909090907
2012-02-29,0.16166666666666668,1.9704761904761903
2012-03-31,0.19000000000000003,2.1727272727272724
2012-04-30,0.18333333333333335,2.0528571428571425
2012-05-31,0.1921739130434783,1.800652173913044
2012-06-30,0.18904761904761905,1.6223809523809525
2012-07-31,0.1863636363636364,1.5315909090909088
2012-08-31,0.18347826086956526,1.6782608695652175
2012-09-30,0.17500000000000002,1.7159999999999997
2012-10-31,0.17956521739130438,1.7454347826086958
2012-11-30,0.17863636363636368,1.6534090909090908
2012-12-31,0.15857142857142859,1.7219047619047618
2013-01-31,0.1454347826086957,1.9084782608695654
2013-02-28,0.158,1.9860000000000002
2013-03-31,0.14714285714285716,1.9530952380952382
2013-04-30,0.12454545454545456,1.7590909090909093
2013-05-31,0.1189130434782609,1.934782608695652
2013-06-30,0.142,2.3000000000000003
2013-07-31,0.12282608695652177,2.584130434782609
2013-08-31,0.12681818181818183,2.7372727272727273
2013-09-30,0.1192857142857143,2.81
2013-10-31,0.1226086956521739,2.6206521739130437
2013-11-30,0.12214285714285714,2.722857142857143
2013-12-31,0.13295454545454544,2.9061363636363633
2014-01-31,0.11673913043478261,2.864565217391304
2014-02-28,0.11675000000000002,2.7104999999999997
2014-03-31,0.1280952380952381,2.7233333333333327
2014-04-30,0.10772727272727275,2.7063636363636365
2014-05-31,0.09659090909090912,2.557727272727273
2014-06-30,0.10476190476190479,2.5985714285714288
2014-07-31,0.11152173913043482,2.5465217391304344
2014-08-31,0.10714285714285714,2.42
2014-09-30,0.10886363636363638,2.5275000000000003
2014-10-31,0.10413043478260872,2.3021739130434784
2014-11-30,0.1345,2.3222500000000004
2014-12-31,0.21652173913043476,2.2095652173913045
2015-01-31,0.1968181818181818,1.8909090909090907
2015-02-28,0.225,1.9805
2015-03-31,0.25363636363636366,2.042727272727273
2015-04-30,0.23363636363636367,1.9349999999999996
2015-05-31,0.24071428571428571,2.1964285714285716
2015-06-30,0.2754545454545455,2.3636363636363638
2015-07-31,0.29521739130434793,2.3256521739130434
2015-08-31,0.3757142857142857,2.167142857142857
2015-09-30,0.3734090909090908,2.1725
2015-10-31,0.2638636363636364,2.0709090909090904
2015-11-30,0.4799999999999999,2.2640476190476186
2015-12-31,0.6534782608695654,2.2428260869565224
2016-01-31,0.5445238095238097,2.0914285714285716
2016-02-29,0.5328571428571429,1.7785714285714287
2016-03-31,0.6556521739130435,1.889565217391304
2016-04-30,0.5557142857142858,1.8052380952380953
2016-05-31,0.5954545454545453,1.8079545454545458
2016-06-30,0.5522727272727272,1.6440909090909095
2016-07-31,0.5102380952380953,1.4997619047619046
2016-08-31,0.5682608695652173,1.5565217391304347
2016-09-30,0.5924999999999999,1.6279545454545457
2016-10-31,0.6602380952380953,1.7638095238095237
2016-11-30,0.7395454545454545,2.154090909090909
2016-12-31,0.8668181818181818,2.495
2017-01-31,0.8268181818181819,2.4302272727272727
2017-02-28,0.8207500000000001,2.41925
2017-03-31,1.0104347826086957,2.4817391304347827
2017-04-30,1.04175,2.2950000000000004
2017-05-31,1.124565217391304,2.3004347826086953
2017-06-30,1.200909090909091,2.186818181818182
2017-07-31,1.2242857142857142,2.3190476190476184
2017-08-31,1.2291304347826086,2.209130434782609
2017-09-30,1.2778571428571426,2.1978571428571434
2017-10-31,1.3970454545454545,2.3600000000000003
2017-11-30,1.5622727272727275,2.352272727272727
2017-12-31,1.702380952380952,2.405952380952381
2018-01-31,1.8017391304347823,2.575434782608696
2018-02-28,1.9657499999999999,2.85975
2018-03-31,2.063863636363636,2.8375000000000004
2018-04-30,2.153809523809524,2.869047619047619
2018-05-31,2.271304347826087,2.9721739130434783
2018-06-30,2.328095238095238,2.9123809523809525
2018-07-31,2.3847727272727273,2.886590909090909
2018-08-31,2.445652173913043,2.889130434782609
2018-09-30,2.5537499999999995,2.9979999999999998
2018-10-31,2.6515217391304353,3.155217391304349
2018-11-30,2.698409090909091,3.116363636363637
2018-12-31,2.65547619047619,2.832619047619048
2019-01-31,2.581739130434783,2.7143478260869567
2019-02-28,2.54925,2.6752499999999992
2019-03-31,2.490952380952381,2.570952380952381
2019-04-30,2.4259090909090917,2.5345454545454547
2019-05-31,2.339565217391304,2.3904347826086956
2019-06-30,1.9949999999999999,2.074
2019-07-31,1.9615217391304345,2.0565217391304347
2019-08-31,1.772272727272727,1.6263636363636365
2019-09-30,1.7933333333333334,1.689285714285714
2019-10-31,1.6104347826086955,1.7093478260869568
2019-11-30,1.5699999999999998,1.8159523809523808
2019-12-31,1.5481818181818185,1.8645454545454547
2020-01-31,1.5354347826086958,1.766086956521739
2020-02-29,1.4799999999999998,1.6016666666666668
